,power,pitch_mean,pitch_std,voiced_fr
0,0.03951912375996643,321.54450654238826,17.415082665863842,0.7840122982321291
1,0.044215278042031306,365.8844505108337,67.1024329402445,0.9002911208151383
2,0.07056203356976913,218.93438454266052,78.96531859234283,0.6200135226504395
3,0.00577912652761081,385.54903502345064,28.84616108982212,0.5673707210487983
4,0.0251504884753882,413.73277214868966,20.644286930017905,0.5519379844961241
5,0.05967203888687075,171.40343960484202,38.62737505768777,0.8707671043538355
6,0.017203376878971176,168.53403768511308,37.60165043698087,0.7588014981273409
7,0.041255123378959264,425.5757683428135,26.814887460334557,0.805951642901426
8,0.06654835984161689,186.10016119431592,49.59218349081439,0.8021828103683493
9,0.020819662258650447,314.3202061517203,51.007167717158296,0.8725274725274725
10,0.022838613085787145,291.4522608596548,39.69844069248465,0.7184615384615385
11,0.04241621064245271,159.1285246485246,38.847566392477724,0.6770007209805335
12,0.025085939342392487,326.0120572121686,38.65604268110209,0.7710750193348801
13,0.03438026186943218,144.73433359132974,28.953344043054923,0.936608557844691
14,0.00680451857435648,312.37079764224495,70.2852114818764,0.8378378378378378
15,0.015327880597654603,403.7863337359655,27.33894054324893,0.7039230199851961
16,0.030129445158948887,155.78672331197495,24.62226514456423,0.8015384615384615
17,0.02993282804997289,404.8742108102937,28.806094609696245,0.7021671826625387
18,0.028908713215189823,419.79818670144317,23.965483742247983,0.6118721461187214
19,0.021062508205000427,155.25186479639697,23.647357475759073,0.7470870459218643
20,0.3229122927114875,391.3080105543937,32.758308191952985,0.7965204236006052
21,0.0228224411034528,402.3861406977415,28.796500831829764,0.5409717186366932
22,0.15772122353206344,312.3528904423345,52.923703737587,0.9195156695156697
23,0.013413163185845955,127.27326246433502,32.758883488255336,0.6778210116731518
24,0.01445597257843136,192.1409040249892,37.50992798145398,0.8699690402476781
25,0.018990298988753814,166.57324983984768,25.13694528849595,0.7023121387283237
26,0.0202235117149255,164.10263753718328,27.69654784817545,0.6315077755240027
27,0.012943386459924256,204.1290193743616,38.47592028343978,0.8608278344331134
28,0.01539721350319122,355.1674099057724,64.03303974684421,0.8657513348588863
29,0.017864353001042162,138.5607544289423,22.435985484740254,0.8689043698543382
30,0.016644201311685636,411.27531911043764,12.22341186030236,0.6908713692946058
31,0.05902425304706015,322.1095131083527,64.03586326468461,0.8366718027734977
32,0.06143690112383551,284.21120462197626,61.61114319262411,0.8096699923254029
33,0.2573397269870088,324.06301460717685,53.56340342791104,0.7524467472654001
34,0.0260788564779442,319.9131181385581,59.45102082736536,0.8441388343156516
35,0.040725455466878537,137.37061638063,25.449658624620962,0.6852367688022284
36,0.023320817213792068,170.48163607771804,36.75782056662807,0.6272098385857033
37,0.044631889214266064,205.47619999019008,52.149381619862034,0.7787794729542302
38,0.0076894034868132234,406.0956333580618,27.47153684771008,0.6988636363636364
39,0.027796710250798197,289.23352336253606,79.00502534837472,0.77129750982962
40,0.013121150170412023,182.3768087775216,49.327953216869716,0.7520278099652375
41,0.033733017693151665,394.40336429761413,35.308592157172384,0.6209239130434783
42,0.019725794497648986,190.41714893519108,50.8649835172735,0.7612859097127223
43,0.02317969603543148,163.6140247799286,31.89193608020549,0.9014423076923076
44,0.023778145543894225,247.638022167039,70.56157501565816,0.7054263565891473
45,0.027102415864271437,297.731193381643,27.938566630198988,0.7609756097560976
46,0.04666961208397489,203.46961993517286,45.73856563833906,0.7815646785437645
47,0.01700669472762825,308.96378733168444,62.45947452693656,0.7269647696476965
48,0.03820614689309222,384.87355117192726,33.80134510945601,0.9060806742925948
49,0.0344831145933127,187.1094140472917,48.17483515914941,0.8016759776536313
50,0.02186412569235055,408.572261391189,27.64292133767603,0.6187919463087248
51,0.051625635852552434,413.2033671891476,16.420665324882133,0.5003422313483915
52,0.013288718010890556,406.22477755002683,31.519214344274268,0.3540510543840177
53,0.01945840085825264,128.88636987680835,31.97222378650179,0.8061780738946094
54,0.021501224224384014,186.8178785903793,105.96855837345021,0.6756341275941583
55,0.027153382398507498,312.73341026985815,60.670782306381206,0.6734550561797753
56,0.03278496335624476,150.23831377300027,24.30551867817676,0.7226123595505618
57,0.08552261352539063,375.9713838548954,38.902911272496866,0.6779400461183704
58,0.028813434217020376,403.65492595123663,34.33355996434412,0.6663993584603047
59,0.032082750683739066,140.63198336093654,34.747190015823584,0.7085501858736059
60,0.02558944156099472,244.88851942453286,40.37609901158608,0.718914845516202
61,0.04423101821748337,168.1522124621881,32.22227090967132,0.9406360424028268
62,0.017975913898707136,232.14083281124627,64.72897543093549,0.8658806190125277
63,0.08950150296939667,267.88322172533174,65.09144188019708,0.7084659452577976
64,0.031154857000945894,238.53727903282848,66.46001716215669,0.6182950191570882
65,0.013921316817252165,353.7382643743724,96.58617863671452,0.6735445836403832
66,0.02890529879617202,396.8392408403412,39.15841981593651,0.6066619418851878
67,0.08931806790270425,388.85692279109617,36.09661682963389,0.6889194769442533
68,0.01996501489879103,123.43263175875357,23.604559349924703,0.7874015748031497
69,0.040321864320946525,192.53253734183917,40.572541622295475,0.852233676975945
70,0.019207447830777345,180.93524321034585,44.118524711122504,0.7653374233128835
71,0.020107239844858068,158.55203814643866,41.687842403735026,0.7611837577426015
72,0.030723864651782895,378.46330613897715,47.476557303748685,0.7129629629629629
73,0.04430893319355182,368.3665806002703,46.669400313195524,0.6083964211975224
74,0.03187819683190548,130.7312823100961,31.30983383459631,0.6169568508705526
75,0.10214947514471497,296.8062959168454,63.16131749587873,0.8343605546995377
76,0.013737582352823987,152.8959528339083,26.482193394337074,0.8469230769230769
77,0.029436578626054474,324.96637764144015,67.98833028786238,0.8094362745098039
78,0.03301461533848763,426.30426083017716,23.838241708805388,0.6923076923076923
79,0.04874467888269707,135.20700723281334,24.995818725293244,0.8211702827087443
80,0.033426909122709236,305.6480762424509,65.20976266279429,0.7086991221069433
81,0.004691796657697279,186.2788115317987,47.30162032119398,0.6939921392476137
82,0.025695569707031848,332.11889101281093,70.89016537007693,0.8389261744966443
83,0.05469726581369736,171.58639958722895,49.42699287894632,0.9140684410646388
84,0.018118691091321915,153.6104030511216,32.75564488788121,0.5179127725856698
85,0.0257338738769517,135.99531910284554,25.924900157208892,0.5785714285714286
86,0.005101186029990394,190.4675073388668,58.48035114616586,0.7410870835768556
87,0.026949204559037602,230.45974393669542,62.424170743459136,0.8601602330662782
88,0.03774560918264007,399.9472753553469,33.443697649854805,0.8202160493827161
89,0.023670276842619242,350.71388574034233,58.20632689813146,0.7279102384291725
90,0.02043351961888176,246.78152681091407,65.7379709247509,0.7639419404125286
91,0.025802315455532517,373.0131681204397,37.8983898268272,0.8396564065855404
92,0.011107281188832814,129.29011334405703,28.26352240043755,0.5698924731182796
93,0.05094084804384948,224.78231520039398,45.81176615934764,0.8565891472868217
94,0.049735375476833335,163.85411919117547,40.82885757915144,0.959480122324159
95,0.021433885442015712,395.4901983705693,40.87289834423642,0.8414390406395736
96,0.029124731458099195,324.13667535228365,70.61820289154566,0.8394975575715282
97,0.029960567499297895,169.46850545905517,41.79850245300137,0.7308948399738733
